listing_id,date
44421,2011-12-26
44421,2012-01-06
44421,2012-02-28
44421,2012-04-09
44421,2012-05-07
44421,2012-05-14
44421,2012-05-21
44421,2012-05-29
44421,2012-06-04
44421,2012-06-13
44421,2012-07-09
44421,2012-07-26
44421,2012-08-02
44421,2012-08-14
44421,2012-08-24
44421,2012-08-31
44421,2012-09-17
44421,2012-09-21
44421,2012-09-28
44421,2012-10-04
44421,2012-10-10
44421,2012-10-18
44421,2012-10-22
44421,2012-10-30
44421,2012-11-04
44421,2012-11-17
44421,2012-12-31
44421,2013-02-18
44421,2013-03-14
44421,2013-04-03
44421,2013-04-11
44421,2013-04-16
44421,2013-05-19
44421,2013-05-25
44421,2013-06-13
44421,2013-06-22
44421,2013-08-21
44421,2013-09-09
44421,2013-09-22
44421,2013-10-18
44421,2013-11-05
44421,2013-12-09
44421,2014-01-01
44421,2014-01-05
44421,2014-04-16
44421,2014-06-13
44421,2014-09-27
44421,2014-10-06
44421,2014-10-18
44421,2014-11-07
44421,2015-01-02
44421,2015-03-26
44421,2015-04-08
44421,2015-04-30
44421,2015-05-06
44421,2015-07-03
44421,2015-07-27
44421,2015-08-10
44421,2015-10-06
44429,2018-08-08
44429,2018-08-14
44429,2018-08-25
44429,2018-09-16
44429,2018-11-11
44429,2019-01-06
44429,2019-02-28
44429,2019-03-29
44429,2019-04-07
44429,2019-04-20
44429,2019-05-06
44429,2019-06-04
44429,2019-06-21
44429,2019-07-03
44429,2019-07-12
44429,2019-07-19
44429,2019-07-27
44429,2019-08-07
44429,2019-08-21
44429,2019-10-05
44429,2019-10-30
44429,2020-01-02
47264,2011-04-23
47264,2011-05-12
47264,2012-01-06
47264,2013-01-07
47264,2015-10-20
47264,2017-01-30
47264,2017-06-23
47264,2018-09-12
47264,2019-09-02
48346,2012-09-16
48346,2012-10-03
48346,2014-04-10
48346,2015-04-23
48346,2015-04-27
48346,2015-05-06
48346,2016-05-06
48346,2016-07-25
48346,2017-04-09
48346,2017-04-18
48346,2017-05-25
48346,2017-07-04
48346,2020-08-14
52828,2011-05-01
52828,2011-05-12
52828,2011-07-04
52828,2011-08-16
52828,2011-09-20
52828,2011-10-17
52828,2011-10-23
52828,2012-01-02
52828,2012-04-12
52828,2012-05-02
52828,2012-05-07
52828,2012-05-21
52828,2012-05-29
52828,2012-08-02
52828,2012-09-23
52828,2012-10-14
52828,2012-11-03
52828,2012-11-19
52828,2012-12-31
52828,2013-01-08
52828,2013-04-07
52828,2013-05-07
52828,2013-09-11
52828,2014-04-14
52828,2014-10-22
52828,2015-10-31
52828,2017-03-14
58441,2012-04-06
58441,2012-05-06
58441,2012-07-29
58441,2014-02-17
58441,2014-03-27
58441,2014-04-08
58441,2014-05-09
58441,2014-06-15
58441,2014-06-30
58441,2014-07-08
58441,2014-08-28
58441,2014-09-21
58441,2015-01-09
58441,2015-03-05
58441,2015-07-14
58441,2016-12-31
62817,2011-06-25
62817,2011-09-23
62817,2011-10-03
62817,2011-10-29
62817,2012-01-01
62817,2012-04-15
62817,2012-04-22
62817,2012-06-03
62817,2012-07-22
62817,2012-09-23
62817,2012-10-08
62817,2012-10-17
62817,2012-11-04
62817,2012-11-19
62817,2012-12-09
62817,2013-03-03
62817,2013-03-27
62817,2013-03-30
62817,2013-04-19
62817,2013-05-04
62817,2013-05-07
62817,2013-05-12
62817,2013-05-21
62817,2013-05-25
62817,2013-06-03
62817,2013-06-18
62817,2013-10-08
62817,2013-10-13
62817,2013-12-28
62817,2014-01-03
62817,2014-02-08
62817,2014-02-22
62817,2014-03-19
62817,2014-03-28
62817,2014-04-03
62817,2014-04-17
62817,2014-05-17
62817,2014-05-23
62817,2014-05-30
62817,2014-06-04
62817,2014-06-08
62817,2014-06-10
62817,2014-06-18
62817,2014-07-01
62817,2014-07-11
62817,2014-08-02
62817,2014-08-05
62817,2014-08-09
62817,2014-08-27
62817,2014-08-27
62817,2014-08-31
62817,2014-09-07
62817,2014-09-10
62817,2014-09-13
62817,2014-10-05
62817,2014-10-09
62817,2014-11-10
62817,2014-12-28
62817,2015-05-15
62817,2016-05-16
62817,2016-12-04
62817,2017-10-04
62817,2017-11-02
62817,2018-04-15
62817,2018-04-18
62817,2018-04-18
62817,2018-04-25
62817,2018-05-23
62817,2018-06-12
62817,2018-06-12
62817,2018-06-15
62817,2018-07-20
62817,2018-08-07
62817,2018-08-22
77190,2011-07-11
77190,2012-08-29
77190,2012-09-24
77190,2012-11-20
77190,2012-12-17
77190,2013-04-08
77190,2013-04-27
77190,2013-05-21
77190,2013-05-30
77190,2013-07-10
77190,2013-07-21
77190,2013-07-30
77190,2014-04-09
77190,2014-04-28
77190,2014-05-16
77190,2014-05-25
77190,2014-05-28
77190,2014-05-28
77190,2014-05-28
77190,2014-06-02
77190,2014-08-14
77190,2014-09-26
77190,2015-01-05
77190,2015-07-28
77190,2015-08-10
77190,2015-09-15
77190,2015-09-15
77190,2015-09-15
77190,2016-09-29
77190,2016-10-02
77190,2017-08-12
77190,2018-08-13
77190,2018-08-16
77292,2020-08-19
77292,2020-08-29
88949,2011-05-17
88949,2011-06-28
88949,2011-07-15
88949,2011-07-26
88949,2011-08-21
88949,2011-08-31
88949,2011-09-11
88949,2011-09-23
88949,2011-09-29
88949,2011-10-04
88949,2011-10-18
88949,2011-10-30
88949,2011-11-13
88949,2011-11-21
88949,2011-12-28
88949,2012-01-11
88949,2012-03-10
88949,2012-04-01
88949,2012-04-15
88949,2012-04-26
88949,2012-05-01
88949,2012-05-06
88949,2012-05-12
88949,2012-05-16
88949,2012-05-25
88949,2012-05-29
88949,2012-06-01
88949,2012-06-08
88949,2012-06-11
88949,2012-06-18
88949,2012-07-18
88949,2012-08-10
88949,2012-08-14
88949,2012-08-26
88949,2012-08-29
88949,2012-09-25
88949,2012-10-10
88949,2012-11-04
88949,2012-11-27
88949,2013-01-03
88949,2013-01-08
88949,2013-02-27
88949,2013-04-01
88949,2013-04-22
88949,2013-05-02
88949,2013-05-07
88949,2013-05-14
88949,2013-05-31
88949,2013-06-08
88949,2013-06-21
88949,2013-07-07
88949,2013-07-13
88949,2013-08-08
88949,2013-09-06
88949,2013-09-11
88949,2013-10-05
88949,2013-10-13
88949,2013-10-22
88949,2014-01-04
88949,2014-03-31
88949,2014-04-07
88949,2014-04-17
88949,2014-04-23
88949,2014-05-05
88949,2014-05-14
88949,2014-06-03
88949,2014-09-06
88949,2014-09-12
88949,2014-09-21
88949,2014-10-05
88949,2014-11-10
88949,2015-01-02
88949,2015-04-06
88949,2015-04-15
88949,2015-05-04
88949,2015-05-16
88949,2015-05-24
88949,2015-06-03
88949,2015-06-20
88949,2015-07-17
88949,2015-09-01
88949,2016-01-25
88949,2016-06-16
88949,2019-06-15
88949,2019-07-20
88949,2019-08-06
101397,2011-08-01
101397,2011-10-18
101397,2013-04-07
101397,2013-05-05
101397,2013-05-10
101397,2013-05-17
101397,2013-05-22
101397,2013-09-14
101397,2013-11-09
101397,2014-01-04
101397,2014-04-02
101397,2014-04-29
101397,2014-05-25
101397,2014-10-07
101397,2014-11-11
101397,2014-12-31
101397,2015-06-10
101397,2015-08-09
101397,2015-10-19
101397,2015-10-29
101397,2015-11-16
101397,2015-11-25
101397,2016-01-02
101397,2016-01-06
101397,2016-02-02
101397,2016-02-28
101397,2016-03-10
101397,2016-05-08
101397,2017-01-01
101397,2017-03-19
101397,2017-04-11
101397,2017-08-21
101397,2017-08-25
101397,2017-09-15
101397,2017-09-17
101397,2017-10-03
101397,2017-10-15
101397,2017-10-25
101397,2017-11-25
101397,2018-01-01
101397,2018-04-10
101397,2018-04-17
101397,2018-05-14
101397,2018-06-01
101397,2018-07-08
101397,2018-08-05
101397,2018-08-25
101397,2018-09-03
101397,2018-10-28
101397,2018-11-10
101397,2018-12-24
101397,2018-12-30
101397,2019-01-03
101397,2019-02-08
101397,2019-02-23
101397,2019-04-14
101397,2019-04-23
101397,2019-05-01
101397,2019-05-05
101397,2019-05-14
101397,2019-05-28
101397,2019-06-18
101397,2019-06-28
101397,2019-08-11
101397,2019-08-30
101397,2019-10-11
101397,2019-10-16
101397,2020-01-02
108164,2012-02-26
108164,2015-12-01
108164,2016-05-31
108164,2017-12-27
108164,2018-01-03
108164,2018-12-31
108537,2017-11-19
108537,2018-04-02
108537,2018-04-11
114786,2012-02-27
114786,2012-12-11
114786,2013-07-10
114786,2013-09-06
114786,2013-09-25
114786,2013-09-30
114786,2013-10-14
114786,2013-10-29
114786,2013-11-18
114786,2013-12-01
114786,2014-04-30
114786,2014-10-21
114786,2014-11-02
114786,2014-12-03
114786,2014-12-26
114786,2014-12-29
114786,2015-03-30
114786,2015-04-18
114786,2015-04-24
114786,2015-05-05
114786,2015-05-26
114786,2015-06-22
114786,2015-06-30
114786,2015-08-14
114786,2015-08-28
114786,2015-09-17
114786,2015-09-23
114786,2015-10-07
114786,2015-10-24
114786,2016-03-31
114786,2016-05-13
114786,2016-06-13
114786,2016-06-23
114786,2016-09-02
114786,2016-09-23
114786,2017-01-07
114786,2017-01-26
114786,2017-02-17
114786,2017-04-07
114786,2017-04-18
114786,2017-07-07
114786,2017-07-13
114786,2017-09-04
114786,2018-04-01
114786,2018-04-23
114786,2018-05-22
114786,2018-06-19
114786,2018-08-22
114786,2018-10-23
114786,2019-01-28
114786,2019-02-04
114786,2019-02-23
114786,2019-03-11
114786,2019-04-14
114786,2019-04-17
114786,2019-04-25
114786,2019-05-06
114786,2019-05-11
114786,2019-05-17
114786,2019-05-29
114786,2019-06-14
114786,2019-06-20
114786,2019-07-05
114786,2019-07-10
114786,2019-07-25
114786,2019-08-12
114786,2019-08-19
114786,2019-08-20
114786,2019-09-06
114786,2019-09-17
114786,2019-09-21
114786,2019-10-16
114786,2019-10-24
114786,2020-01-09
114786,2020-01-29
114786,2020-08-07
114786,2020-11-07
114786,2020-11-10
114786,2020-12-02
114786,2020-12-06
124137,2013-07-03
124137,2013-08-05
124137,2013-08-22
124137,2013-09-22
124137,2013-10-02
124137,2014-01-03
124137,2014-06-10
124137,2014-06-23
124137,2014-08-02
124137,2015-09-30
124137,2018-06-02
124137,2018-12-01
124137,2019-03-30
124137,2019-05-25
124137,2019-12-21
124137,2019-12-30
124137,2020-03-14
124137,2020-05-26
124137,2020-07-01
124137,2020-07-25
124137,2020-08-09
124137,2020-08-17
124137,2020-08-23
124137,2020-08-29
124137,2020-09-05
124137,2020-09-13
124137,2020-09-16
124137,2020-09-30
124137,2020-10-07
124137,2020-10-14
124137,2020-10-25
124137,2020-11-01
124137,2020-11-25
124137,2020-12-03
124137,2020-12-09
124137,2020-12-15
124137,2020-12-29
130225,2012-08-04
135858,2011-08-02
135858,2011-08-20
135858,2011-09-29
135858,2011-10-07
135858,2011-11-08
135858,2012-06-20
135858,2012-07-09
135858,2012-07-16
135858,2012-07-27
135858,2012-08-29
135858,2012-09-08
135858,2012-09-25
135858,2012-10-01
135858,2012-10-06
135858,2012-10-09
135956,2011-09-18
135956,2012-04-05
135956,2012-04-18
135956,2012-05-14
135956,2012-05-26
135956,2012-06-24
135956,2012-08-29
135956,2013-02-05
135956,2014-07-14
135956,2014-09-02
135956,2014-10-01
135956,2015-03-01
135956,2015-07-04
135956,2015-08-21
135956,2015-08-30
135956,2015-09-06
135956,2015-10-01
135956,2016-03-01
135956,2016-09-02
135956,2016-10-16
135956,2017-02-01
135956,2017-03-01
135956,2018-10-01
135956,2019-07-28
135956,2019-08-11
135956,2019-08-30
135956,2020-01-19
135956,2020-08-11
135956,2020-11-20
139804,2011-07-23
139804,2012-03-28
139804,2013-03-31
139804,2013-04-09
139804,2013-05-02
139804,2018-10-21
139804,2019-01-03
139804,2019-12-21
140269,2011-07-11
140269,2011-08-27
140269,2011-09-09
140269,2011-09-22
140269,2011-09-27
140269,2011-10-01
140269,2011-10-11
140269,2011-10-23
140269,2011-10-28
140269,2011-11-03
140269,2011-11-08
140269,2011-11-16
140269,2011-12-29
140269,2012-01-20
140269,2012-03-07
140269,2012-03-12
140269,2012-03-19
140269,2012-03-21
140269,2012-03-26
140269,2012-03-29
140269,2012-04-05
140269,2012-04-15
140269,2012-04-27
140269,2012-04-30
140269,2012-05-06
140269,2012-05-15
140269,2012-05-21
140269,2012-05-28
140269,2012-05-30
140269,2012-06-03
140269,2012-06-05
140269,2012-06-08
140269,2012-06-19
140269,2012-07-04
140269,2012-07-09
140269,2012-07-16
140269,2012-07-19
140269,2012-07-31
140269,2012-08-07
140269,2012-08-12
140269,2012-08-20
140269,2012-08-22
140269,2012-08-26
140269,2012-08-31
140269,2012-09-06
140269,2012-09-09
140269,2012-09-14
140269,2012-09-21
140269,2012-09-25
140269,2012-10-02
140269,2012-10-08
140269,2012-10-19
140269,2012-10-24
140269,2012-11-04
140269,2012-12-11
140269,2012-12-28
140269,2013-01-07
140269,2013-02-18
140269,2013-03-05
140269,2013-03-17
140269,2013-03-25
140269,2013-04-14
140269,2013-04-21
140269,2013-04-25
140269,2013-05-01
140269,2013-05-06
140269,2013-05-14
140269,2013-05-31
140269,2013-06-06
140269,2013-08-26
140269,2013-09-09
140269,2013-09-30
140269,2013-10-19
140269,2013-10-27
140269,2013-11-19
140269,2013-11-26
140269,2013-12-09
140269,2013-12-30
140269,2014-03-12
140269,2014-03-25
140269,2014-04-03
140269,2014-04-07
140269,2014-04-22
140269,2014-04-28
140269,2014-05-07
140269,2014-05-13
140269,2014-05-26
140269,2014-06-02
140269,2014-06-06
140269,2014-06-09
140269,2014-06-18
140269,2014-06-22
140269,2014-06-26
140269,2014-07-07
140269,2014-08-01
140269,2014-08-07
140269,2014-08-25
140269,2014-09-08
140269,2014-09-14
140269,2014-09-22
140269,2014-09-28
140269,2014-10-07
140269,2014-10-13
140269,2014-10-17
140269,2014-10-23
140269,2014-10-26
140269,2014-11-02
140269,2014-11-09
140269,2015-01-02
140269,2015-02-23
140269,2015-03-14
140269,2015-04-04
140269,2015-04-20
140269,2015-04-26
140269,2015-05-04
140269,2015-05-10
140269,2015-05-17
140269,2015-05-24
140269,2015-05-29
140269,2015-06-08
140269,2015-06-11
140269,2015-06-17
140269,2015-06-24
140269,2015-06-29
140269,2015-07-06
140269,2015-08-11
140269,2015-11-14
140269,2015-12-27
140269,2019-03-01
140952,2014-10-12
140952,2015-04-07
140952,2015-05-11
140952,2015-05-30
140952,2016-03-22
140952,2016-05-06
140952,2016-07-25
140952,2017-01-10
160809,2011-08-29
160809,2011-09-23
160809,2011-11-09
160809,2012-01-08
160809,2012-04-05
160809,2012-05-18
160809,2012-09-19
160809,2012-09-29
160809,2013-05-13
160809,2013-09-16
160809,2014-12-01
160809,2015-05-07
160809,2015-10-06
162180,2011-09-25
164216,2012-01-01
164216,2012-04-12
164216,2012-05-02
164216,2012-05-14
164216,2012-05-26
164216,2012-07-16
164216,2012-08-01
164216,2012-08-29
164216,2012-09-24
164216,2012-10-19
164216,2012-11-18
164216,2012-11-27
164216,2012-12-03
164216,2013-02-20
164216,2013-03-29
164216,2013-05-10
164216,2013-05-18
164216,2013-05-28
164216,2013-06-03
164216,2013-06-09
164216,2013-06-18
164216,2013-08-23
164216,2014-01-04
164216,2014-04-01
164216,2015-01-01
164216,2015-04-03
164216,2015-04-20
164216,2016-01-05
164216,2018-01-09
164216,2018-05-01
164216,2018-07-03
164216,2018-09-07
164216,2018-11-04
164216,2019-01-03
164216,2019-05-06
164216,2019-06-13
166265,2013-03-27
166265,2013-06-03
166265,2014-03-30
166265,2014-04-01
166265,2014-04-28
166265,2014-05-10
166265,2014-05-20
166265,2014-06-10
166265,2014-07-22
166265,2014-08-27
166265,2014-09-07
166265,2014-09-27
166265,2014-10-02
166265,2014-10-05
166265,2014-10-15
166265,2014-10-27
166265,2014-11-02
166265,2014-11-11
166265,2014-11-23
166265,2014-12-08
166265,2015-01-25
166265,2015-02-03
166265,2015-02-19
166265,2015-03-15
166265,2015-03-30
166265,2015-04-06
166265,2015-04-24
166265,2015-05-03
166265,2015-05-13
166265,2015-05-17
166265,2015-06-04
166265,2015-06-10
166265,2015-06-22
166265,2015-07-09
166265,2015-09-22
166265,2015-09-24
166265,2015-10-12
166265,2016-02-22
166265,2016-03-09
166265,2016-03-15
166265,2016-03-22
166265,2016-05-04
166265,2016-05-08
166265,2016-05-13
166265,2016-05-17
166265,2016-05-22
166265,2016-05-26
166265,2016-05-31
166265,2016-06-05
166265,2016-06-12
166265,2016-06-26
166265,2016-07-04
166265,2016-07-08
166265,2016-07-13
166265,2016-07-16
166265,2016-08-05
166265,2016-08-18
166265,2016-09-01
166265,2016-10-29
166265,2016-11-14
166265,2016-11-17
166265,2016-12-03
166265,2016-12-12
166265,2016-12-19
166265,2017-01-26
166265,2017-02-06
166265,2017-02-16
166265,2017-03-07
166265,2017-04-17
166265,2017-05-27
166265,2017-07-29
166265,2017-08-05
166265,2017-08-10
166265,2017-08-13
166265,2017-08-17
166265,2017-09-05
166265,2017-10-02
166265,2017-10-08
166265,2017-10-16
166265,2017-10-31
166265,2017-11-12
166265,2017-12-11
166265,2018-01-30
166265,2018-02-03
166265,2018-02-12
166265,2018-03-12
166265,2018-03-18
166265,2018-04-02
166265,2018-04-05
166265,2018-04-09
166265,2018-04-24
166265,2018-05-01
166265,2018-05-11
166265,2018-05-15
166265,2018-05-22
166265,2018-05-28
166265,2018-06-20
166265,2018-06-23
166265,2018-07-03
166265,2018-07-13
166265,2018-08-02
166265,2018-08-04
166265,2018-09-28
166265,2018-09-30
166265,2018-10-02
166265,2018-10-14
166265,2018-10-22
166265,2018-10-29
166265,2018-11-06
166265,2018-11-17
166265,2018-12-02
166265,2018-12-06
166265,2018-12-10
166265,2018-12-21
166265,2018-12-27
166265,2019-01-02
166265,2019-01-13
166265,2019-01-19
166265,2019-01-26
166265,2019-03-04
166265,2019-03-09
166265,2019-03-24
166265,2019-04-14
166265,2019-04-22
166265,2019-06-05
166265,2019-06-08
166265,2019-06-18
166265,2019-06-22
166265,2019-06-26
166265,2019-06-30
166265,2019-07-07
166265,2019-07-20
166265,2019-07-28
166265,2019-08-14
166265,2019-08-16
166265,2019-08-21
166265,2019-09-19
166265,2019-09-29
166265,2019-10-31
166265,2019-11-03
166265,2019-11-17
166265,2019-11-24
166265,2019-11-28
166265,2020-01-02
166265,2020-01-10
166265,2020-02-10
166265,2020-08-24
166265,2020-09-10
166265,2020-09-30
166265,2020-10-07
166265,2020-10-20
168404,2011-09-17
168404,2011-09-23
168404,2011-09-26
168404,2011-10-13
168404,2011-10-19
168404,2011-10-21
168404,2011-10-26
168404,2011-11-28
168404,2011-12-11
168404,2012-01-09
168404,2012-01-31
168404,2012-02-06
168404,2012-02-09
168404,2012-03-24
168404,2012-04-09
168404,2012-05-10
168404,2012-05-19
168404,2012-05-28
168404,2012-06-02
168404,2012-07-05
168404,2012-07-13
168404,2012-09-09
168404,2012-09-14
168404,2012-09-19
168404,2012-09-22
168404,2012-10-30
168404,2012-11-07
168404,2012-11-15
168404,2012-11-27
168404,2012-12-03
168404,2012-12-13
168404,2013-01-28
168404,2013-02-05
168404,2013-02-20
168404,2013-03-01
168404,2013-03-24
168404,2013-04-10
168404,2013-04-25
168404,2013-04-28
168404,2013-05-14
168404,2013-05-18
168404,2013-06-05
168404,2013-06-10
168404,2013-06-17
168404,2013-06-22
168404,2013-06-30
168404,2013-07-20
168404,2013-08-06
168404,2013-08-15
168404,2013-08-21
168404,2013-08-26
168404,2013-09-06
168404,2013-09-11
168404,2013-09-23
168404,2013-09-29
168404,2013-10-15
168404,2013-10-20
168404,2013-11-25
168404,2014-01-21
168404,2014-01-28
168404,2014-02-09
168404,2014-02-18
168404,2014-02-25
168404,2014-04-01
168404,2014-05-07
168404,2014-05-29
168404,2014-06-07
168404,2014-06-11
168404,2014-06-27
168404,2014-07-18
168404,2014-07-24
168404,2014-07-28
168404,2014-08-02
168404,2014-08-07
168404,2014-08-11
168404,2014-08-28
168404,2014-09-04
168404,2014-09-12
168404,2014-09-15
168404,2014-09-27
168404,2014-09-30
168404,2014-10-04
168404,2014-11-02
168404,2014-11-21
168404,2014-11-24
168404,2014-12-07
168404,2014-12-21
168404,2015-01-16
168404,2015-03-15
168404,2015-03-22
168404,2015-04-20
168404,2015-04-26
168404,2015-05-06
168404,2015-05-19
168404,2015-06-11
168404,2015-06-17
168404,2015-06-21
168404,2015-07-04
168404,2015-07-19
168404,2015-07-24
168404,2015-07-28
168404,2015-07-31
168404,2015-08-03
168404,2015-08-07
168404,2015-08-15
168404,2015-08-21
168404,2015-08-28
168404,2015-09-01
168404,2015-09-09
168404,2015-09-25
168404,2015-09-30
168404,2015-10-04
168404,2015-10-07
168404,2015-10-10
168404,2015-10-13
168404,2015-10-18
168404,2015-10-24
168404,2015-10-27
168404,2015-11-08
168404,2015-12-28
168404,2016-01-01
168404,2016-02-08
168404,2016-02-14
168404,2016-03-10
168404,2016-03-13
168404,2016-03-30
168404,2016-04-01
168404,2016-05-02
168404,2016-05-07
168404,2016-05-24
168404,2016-10-05
168404,2016-10-25
168404,2017-07-24
168404,2018-04-30
170150,2011-11-11
170150,2012-05-25
170150,2012-06-18
170150,2012-10-11
170150,2012-11-30
170150,2013-01-08
170150,2013-04-08
170150,2013-04-14
170150,2013-05-12
170150,2013-05-28
170150,2013-06-30
170150,2013-07-03
170150,2013-08-06
170150,2013-08-28
170150,2013-09-04
170150,2013-09-22
170150,2013-09-29
170150,2013-11-09
170150,2014-01-28
170150,2014-03-16
170150,2014-04-30
170150,2014-05-12
170150,2014-05-17
170150,2014-08-23
170150,2014-09-14
170150,2014-09-20
170150,2014-09-24
170150,2014-10-06
170150,2014-10-13
170150,2014-11-22
170150,2014-12-29
170150,2015-01-02
170150,2015-02-20
170150,2015-03-18
170150,2015-03-23
170150,2015-04-05
170150,2015-07-14
170150,2015-08-22
170150,2015-08-25
170150,2015-08-29
170150,2015-09-05
170150,2015-09-09
170150,2015-09-26
170150,2015-10-21
170150,2015-11-06
170150,2015-11-16
170150,2015-12-10
170150,2015-12-13
170150,2015-12-26
170150,2016-02-22
170150,2016-03-26
170150,2016-04-02
170150,2016-04-06
170150,2016-04-15
170150,2016-04-29
170150,2016-05-01
170150,2016-05-12
170150,2016-08-02
170150,2016-08-10
170150,2016-08-31
170150,2016-11-08
170150,2016-12-03
170150,2017-01-13
170150,2017-08-20
170150,2017-10-10
170150,2017-10-18
170150,2017-12-05
170150,2017-12-25
170150,2018-06-30
170150,2018-08-26
170150,2018-09-21
170150,2018-11-03
170150,2018-11-24
170150,2019-01-12
170150,2019-02-12
170150,2019-04-14
170150,2019-04-24
170150,2019-05-17
170150,2019-05-27
170150,2019-06-08
170150,2019-06-14
170150,2019-08-03
170150,2019-08-27
170150,2019-09-16
170150,2020-10-17
170150,2020-11-27
171593,2011-09-19
171593,2011-10-05
171593,2012-01-07
178868,2011-08-08
178868,2011-09-19
178868,2011-10-03
178868,2011-10-09
178868,2011-10-18
178868,2011-11-23
178868,2012-04-12
178868,2012-05-01
178868,2012-08-28
178868,2012-09-04
178868,2012-12-18
178868,2013-06-28
178868,2013-10-05
178868,2013-11-02
178868,2013-11-09
178868,2013-11-15
178868,2014-03-03
178868,2014-03-19
178868,2014-03-31
178868,2014-04-16
178868,2014-05-07
178868,2014-05-23
178868,2014-07-03
178868,2014-07-13
178868,2014-08-12
178868,2014-08-26
178868,2014-09-29
178868,2014-10-26
178868,2014-11-02
178868,2014-11-09
178868,2015-06-12
178868,2015-06-30
178868,2015-07-14
178868,2015-08-02
178868,2015-08-09
178868,2015-09-21
178868,2015-10-13
178868,2015-12-31
191058,2012-09-19
191058,2013-02-12
191058,2013-05-03
191058,2013-05-07
191058,2013-06-15
191058,2013-08-10
191058,2013-08-21
191058,2014-07-25
191058,2014-11-18
191058,2014-12-18
191058,2015-01-11
191058,2015-03-01
191058,2015-07-03
191058,2015-10-01
191058,2016-04-30
191058,2016-07-19
191058,2016-09-04
191058,2018-08-20
191058,2018-09-30
191058,2019-08-10
191058,2019-08-11
191058,2019-09-05
191058,2019-09-06
191058,2020-01-19
191058,2020-03-02
191058,2020-07-18
191069,2012-05-04
191069,2012-05-28
191069,2012-08-08
191069,2013-04-23
191069,2013-05-22
191069,2014-02-17
191069,2014-08-06
191069,2014-08-30
191069,2014-09-01
191069,2014-10-01
191069,2015-02-04
191069,2015-06-25
191069,2015-07-04
191069,2015-07-13
191069,2015-08-22
191069,2015-09-30
191069,2017-06-28
191069,2017-09-12
191069,2018-09-06
191069,2019-09-07
191069,2019-09-27
